Rep,year,id,nCSDage0,totalCSDage0
1,2,1637161,26,125
1,2,1637162,38,125
1,2,1637163,37,125
1,2,1637164,43,125
1,2,1637165,30,125
1,2,1637166,24,125
1,2,1637167,32,125
1,2,1637168,23,125
1,2,1637169,27,125
1,2,1637170,28,125
1,2,1637171,35,125
1,2,1637172,33,125
1,2,1637173,23,125
1,2,1637174,29,125
1,2,1637175,23,125
1,2,1637176,20,125
1,2,1637177,27,125
1,2,1637178,25,125
1,2,1637179,25,125
1,2,1637180,32,125
1,2,1637181,26,125
1,2,1637182,32,125
1,2,1637183,30,125
1,2,1637184,26,125
1,2,1637185,30,125
1,2,1638098,44,125
1,2,1639252,25,125
1,2,1639720,38,125
1,2,1640674,23,125
1,2,1644754,27,125
1,2,1644841,21,125
1,3,2300933,49,120
1,3,2300934,28,120
1,3,2300935,44,120
1,3,2300936,46,120
1,3,2300937,45,120
1,3,2300938,44,120
1,3,2300939,51,120
1,3,2300940,41,120
1,3,2300941,36,120
1,3,2300942,45,120
1,3,2300943,29,120
1,3,2300944,43,120
1,3,2300945,44,120
1,3,2300946,32,120
1,3,2300947,36,120
1,3,2300948,30,120
1,3,2300949,28,120
1,3,2300950,34,120
1,3,2300951,27,120
1,3,2300952,34,120
1,3,2300953,30,120
1,3,2300954,36,120
1,3,2300955,39,120
1,3,2300956,33,120
1,3,2300957,35,120
1,3,2300958,30,120
1,3,2300959,35,120
1,3,2300960,27,120
1,3,2300961,35,120
1,3,2300962,38,120
1,3,2300963,30,120
1,3,2300964,33,120
1,3,2300965,37,120
1,3,2300966,36,120
1,3,2300967,37,120
1,3,2300968,32,120
1,3,2300969,35,120
1,3,2300970,28,120
1,3,2300971,40,120
1,3,2300972,39,120
1,3,2304273,26,120
1,3,2304975,34,120
1,3,2307269,49,120
1,4,2975457,54,117
1,4,2975458,30,117
1,4,2975459,47,117
1,4,2975460,47,117
1,4,2975461,52,117
1,4,2975462,45,117
1,4,2975463,38,117
1,4,2975464,46,117
1,4,2975465,42,117
1,4,2975466,32,117
1,4,2975467,33,117
1,4,2975468,37,117
1,4,2975469,38,117
1,4,2975470,40,117
1,4,2975471,34,117
1,4,2975472,40,117
1,4,2975473,41,117
1,4,2975474,35,117
1,4,2975475,37,117
1,4,2975476,43,117
1,4,2975477,41,117
1,4,2975478,35,117
1,4,2975479,37,117
1,4,2975480,44,117
1,4,2975481,30,117
1,4,2975482,42,117
1,4,2975483,45,117
1,4,2975484,47,117
1,4,2975485,42,117
1,4,2975486,37,117
1,4,2975487,42,117
1,4,2975488,43,117
1,4,2975489,30,117
1,4,2975490,41,117
1,4,2975491,27,117
1,4,2975492,30,117
1,4,2975493,33,117
1,4,2975494,37,117
1,4,2975495,30,117
1,4,2975496,30,117
1,4,2976870,41,117
1,4,2978849,39,117
1,4,2979581,27,117
1,4,2980185,36,117
1,4,2981758,49,117
1,4,2981862,46,117
1,4,2982430,35,117
1,5,3650637,42,115
1,5,3650638,39,115
1,5,3650639,34,115
1,5,3650640,46,115
1,5,3650641,47,115
1,5,3650642,43,115
1,5,3650643,34,115
1,5,3650644,37,115
1,5,3650645,40,115
1,5,3650646,42,115
1,5,3650647,37,115
1,5,3650648,45,115
1,5,3650649,41,115
1,5,3650650,37,115
1,5,3650651,39,115
1,5,3650652,46,115
1,5,3650653,42,115
1,5,3650654,45,115
1,5,3650655,52,115
1,5,3650656,38,115
1,5,3650657,46,115
1,5,3650658,41,115
1,5,3650659,31,115
1,5,3650660,33,115
1,5,3650662,36,115
1,5,3650663,40,115
1,5,3650664,30,115
1,5,3650665,50,115
1,5,3650666,35,115
1,5,3650667,55,115
1,5,3650668,30,115
1,5,3650669,47,115
1,5,3650670,43,115
1,5,3650671,30,115
1,5,3650672,36,115
1,5,3650673,34,115
1,5,3650674,40,115
1,5,3650675,37,115
1,5,3650676,31,115
1,5,3650678,42,115
1,5,3652217,32,115
1,5,3652828,35,115
1,5,3653184,30,115
1,5,3653425,38,115
1,6,4290393,35,110
1,6,4290394,37,110
1,6,4290395,43,110
1,6,4290396,42,110
1,6,4290397,34,110
1,6,4290398,46,110
1,6,4290399,38,110
1,6,4290400,36,110
1,6,4290401,41,110
1,6,4290402,42,110
1,6,4290403,44,110
1,6,4290405,33,110
1,6,4290406,41,110
1,6,4290407,52,110
1,6,4290408,33,110
1,6,4290409,44,110
1,6,4290410,31,110
1,6,4290411,38,110
1,6,4290412,34,110
1,6,4290413,41,110
1,6,4290414,33,110
1,6,4290416,38,110
1,6,4290417,42,110
1,6,4290418,46,110
1,6,4290420,44,110
1,6,4290421,34,110
1,6,4290422,42,110
1,6,4290423,37,110
1,6,4290424,44,110
1,6,4290425,43,110
1,6,4290427,45,110
1,6,4290428,42,110
1,6,4290429,47,110
1,6,4290430,37,110
1,6,4290431,29,110
1,6,4290432,35,110
1,6,4290433,41,110
1,6,4290434,30,110
1,6,4290435,49,110
1,6,4290436,35,110
1,6,4290862,36,110
1,6,4291435,42,110
1,6,4291556,45,110
1,6,4291750,42,110
1,6,4291804,32,110
1,6,4292390,44,110
1,6,4296964,43,110
1,6,4297426,39,110
1,6,4298043,47,110
1,6,4298058,48,110
1,7,4996167,35,109
1,7,4996168,40,109
1,7,4996169,45,109
1,7,4996171,32,109
1,7,4996173,43,109
1,7,4996174,39,109
1,7,4996175,36,109
1,7,4996176,34,109
1,7,4996177,33,109
1,7,4996178,40,109
1,7,4996179,37,109
1,7,4996182,35,109
1,7,4996183,40,109
1,7,4996184,36,109
1,7,4996185,33,109
1,7,4996186,41,109
1,7,4996187,33,109
1,7,4996188,33,109
1,7,4996190,39,109
1,7,4996191,34,109
1,7,4996192,36,109
1,7,4996193,39,109
1,7,4996194,41,109
1,7,4996195,42,109
1,7,4996196,43,109
1,7,4996197,40,109
1,7,4996198,33,109
1,7,4996199,43,109
1,7,4996200,31,109
1,7,4996201,41,109
1,7,4996202,40,109
1,7,4996203,48,109
1,7,4996204,48,109
1,7,4996205,36,109
1,7,4996206,34,109
1,7,4996207,37,109
1,7,4996209,38,109
1,7,4996210,41,109
1,7,4996211,33,109
1,7,4996213,50,109
1,7,4997411,32,109
1,7,4997492,37,109
1,7,4999525,44,109
1,7,5003772,34,109
1,7,5004110,54,109
1,8,5677055,29,104
1,8,5677056,35,104
1,8,5677058,33,104
1,8,5677059,34,104
1,8,5677060,37,104
1,8,5677061,39,104
1,8,5677062,31,104
1,8,5677063,26,104
1,8,5677064,31,104
1,8,5677065,31,104
1,8,5677066,31,104
1,8,5677067,36,104
1,8,5677068,27,104
1,8,5677069,34,104
1,8,5677070,32,104
1,8,5677071,33,104
1,8,5677072,34,104
1,8,5677073,40,104
1,8,5677075,34,104
1,8,5677076,39,104
1,8,5677078,35,104
1,8,5677079,45,104
1,8,5677080,35,104
1,8,5677081,35,104
1,8,5677082,32,104
1,8,5677084,40,104
1,8,5677085,32,104
1,8,5677086,35,104
1,8,5677087,35,104
1,8,5677090,38,104
1,8,5677091,36,104
1,8,5677092,32,104
1,8,5677093,36,104
1,8,5677095,38,104
1,8,5677096,32,104
1,8,5677097,44,104
1,8,5677099,41,104
1,8,5677100,31,104
1,8,5677101,32,104
1,8,5677103,38,104
1,8,5679670,42,104
1,8,5680202,34,104
1,8,5680827,36,104
1,8,5683178,33,104
1,8,5684020,47,104
1,9,6405128,27,100
1,9,6405129,27,100
1,9,6405130,30,100
1,9,6405132,26,100
1,9,6405133,24,100
1,9,6405134,28,100
1,9,6405135,26,100
1,9,6405137,29,100
1,9,6405139,29,100
1,9,6405140,27,100
1,9,6405141,27,100
1,9,6405142,34,100
1,9,6405143,35,100
1,9,6405144,25,100
1,9,6405145,27,100
1,9,6405147,30,100
1,9,6405148,29,100
1,9,6405149,26,100
1,9,6405150,28,100
1,9,6405151,27,100
1,9,6405152,33,100
1,9,6405154,30,100
1,9,6405155,35,100
1,9,6405156,37,100
1,9,6405157,31,100
1,9,6405159,33,100
1,9,6405160,35,100
1,9,6405161,31,100
1,9,6405162,40,100
1,9,6405163,30,100
1,9,6405164,36,100
1,9,6405165,25,100
1,9,6405166,32,100
1,9,6405167,31,100
1,9,6405168,32,100
1,9,6405169,30,100
1,9,6405170,32,100
1,9,6405171,31,100
1,9,6405172,32,100
1,9,6405173,43,100
1,9,6407039,35,100
1,9,6407290,30,100
1,9,6407738,23,100
1,9,6411493,34,100
1,9,6411751,32,100
1,9,6413157,42,100
1,10,7133220,30,89
1,10,7133221,25,89
1,10,7133224,25,89
1,10,7133226,23,89
1,10,7133227,19,89
1,10,7133228,18,89
1,10,7133229,22,89
1,10,7133230,24,89
1,10,7133231,21,89
1,10,7133232,27,89
1,10,7133233,22,89
1,10,7133236,23,89
1,10,7133237,20,89
1,10,7133238,21,89
1,10,7133239,23,89
1,10,7133240,28,89
1,10,7133241,25,89
1,10,7133242,29,89
1,10,7133243,28,89
1,10,7133244,25,89
1,10,7133245,29,89
1,10,7133246,27,89
1,10,7133247,27,89
1,10,7133248,28,89
1,10,7133250,25,89
1,10,7133251,25,89
1,10,7133252,24,89
1,10,7133253,17,89
1,10,7133254,27,89
1,10,7133256,37,89
1,10,7133257,23,89
1,10,7133258,25,89
1,10,7133260,27,89
1,10,7133262,25,89
1,10,7133263,34,89
1,10,7133264,27,89
1,10,7133265,34,89
1,10,7133266,28,89
1,10,7133268,28,89
1,10,7133269,41,89
1,10,7134276,23,89
1,10,7134516,29,89
1,10,7134851,24,89
1,10,7135147,28,89
1,10,7135833,23,89
1,10,7139957,29,89
1,10,7140255,29,89
1,10,7140447,29,89
1,10,7140921,29,89
NA,NA,NA,NA,NA
2,1,1057041,30,127
2,1,1057042,25,127
2,1,1057043,26,127
2,1,1057044,29,127
2,1,1057045,30,127
2,1,1057046,31,127
2,1,1057047,31,127
2,1,1057048,29,127
2,1,1057049,25,127
2,1,1057050,30,127
2,1,1057051,19,127
2,1,1057052,27,127
2,1,1057053,24,127
2,1,1057054,30,127
2,1,1057055,27,127
2,1,1057056,40,127
2,1,1057057,20,127
2,1,1057058,22,127
2,1,1057059,25,127
2,1,1057060,22,127
2,1,1057061,25,127
2,1,1057062,25,127
2,1,1057063,27,127
2,1,1057064,33,127
2,1,1057065,31,127
2,1,1057066,31,127
2,1,1057067,20,127
2,1,1057068,24,127
2,1,1057069,29,127
2,1,1057070,37,127
2,1,1057071,26,127
2,1,1057072,28,127
2,1,1057073,32,127
2,1,1057074,33,127
2,1,1057075,30,127
2,1,1057076,25,127
2,1,1057077,26,127
2,1,1057078,21,127
2,1,1057079,31,127
2,1,1057080,24,127
2,1,1057915,21,127
2,1,1059021,32,127
2,1,1059531,25,127
2,1,1065194,23,127
2,2,1606130,30,126
2,2,1606131,40,126
2,2,1606132,33,126
2,2,1606133,36,126
2,2,1606134,36,126
2,2,1606135,36,126
2,2,1606136,24,126
2,2,1606137,39,126
2,2,1606138,36,126
2,2,1606139,39,126
2,2,1606140,44,126
2,2,1606141,38,126
2,2,1606142,28,126
2,2,1606143,28,126
2,2,1606144,25,126
2,2,1606145,25,126
2,2,1606146,34,126
2,2,1606147,30,126
2,2,1606148,26,126
2,2,1606149,24,126
2,2,1606150,24,126
2,2,1606151,23,126
2,2,1606152,30,126
2,2,1606153,34,126
2,2,1606154,20,126
2,2,1606155,28,126
2,2,1606156,29,126
2,2,1606157,27,126
2,2,1606158,28,126
2,2,1606159,25,126
2,2,1606160,33,126
2,2,1606161,32,126
2,2,1606162,18,126
2,2,1606163,26,126
2,2,1606164,26,126
2,2,1606165,30,126
2,2,1606166,23,126
2,2,1606167,21,126
2,2,1606168,32,126
2,2,1606169,23,126
2,2,1607650,28,126
2,2,1608445,31,126
2,2,1609030,40,126
2,2,1609347,30,126
2,2,1611749,28,126
2,2,1613055,22,126
2,3,2320053,32,121
2,3,2320054,37,121
2,3,2320055,34,121
2,3,2320056,42,121
2,3,2320057,38,121
2,3,2320058,40,121
2,3,2320059,43,121
2,3,2320060,43,121
2,3,2320061,41,121
2,3,2320062,45,121
2,3,2320063,30,121
2,3,2320064,33,121
2,3,2320065,40,121
2,3,2320066,35,121
2,3,2320067,33,121
2,3,2320068,29,121
2,3,2320069,29,121
2,3,2320070,33,121
2,3,2320071,39,121
2,3,2320072,27,121
2,3,2320073,34,121
2,3,2320074,35,121
2,3,2320075,34,121
2,3,2320076,38,121
2,3,2320077,26,121
2,3,2320078,34,121
2,3,2320079,33,121
2,3,2320080,31,121
2,3,2320081,29,121
2,3,2320082,29,121
2,3,2320083,43,121
2,3,2320084,38,121
2,3,2320085,26,121
2,3,2320086,37,121
2,3,2320087,30,121
2,3,2320088,38,121
2,3,2320089,34,121
2,3,2320090,23,121
2,3,2320091,30,121
2,3,2320092,37,121
2,3,2322514,34,121
2,3,2323709,31,121
2,3,2325394,34,121
2,3,2326298,41,121
2,3,2326969,25,121
2,4,3007937,37,120
2,4,3007938,39,120
2,4,3007939,39,120
2,4,3007940,42,120
2,4,3007941,46,120
2,4,3007942,47,120
2,4,3007943,37,120
2,4,3007944,43,120
2,4,3007945,36,120
2,4,3007946,38,120
2,4,3007947,42,120
2,4,3007948,31,120
2,4,3007949,36,120
2,4,3007950,38,120
2,4,3007951,36,120
2,4,3007952,44,120
2,4,3007953,30,120
2,4,3007954,34,120
2,4,3007955,31,120
2,4,3007956,45,120
2,4,3007957,41,120
2,4,3007958,29,120
2,4,3007959,41,120
2,4,3007960,39,120
2,4,3007961,32,120
2,4,3007962,41,120
2,4,3007963,39,120
2,4,3007964,31,120
2,4,3007965,43,120
2,4,3007966,39,120
2,4,3007967,43,120
2,4,3007968,40,120
2,4,3007969,29,120
2,4,3007970,27,120
2,4,3007971,26,120
2,4,3007972,35,120
2,4,3007973,37,120
2,4,3007974,44,120
2,4,3007975,39,120
2,4,3007976,24,120
2,4,3008814,35,120
2,4,3009117,42,120
2,4,3010151,33,120
2,4,3010507,42,120
2,4,3014824,32,120
2,4,3015434,44,120
2,5,3679766,39,118
2,5,3679767,45,118
2,5,3679768,36,118
2,5,3679769,39,118
2,5,3679770,49,118
2,5,3679771,39,118
2,5,3679772,36,118
2,5,3679773,36,118
2,5,3679774,46,118
2,5,3679775,34,118
2,5,3679776,46,118
2,5,3679777,30,118
2,5,3679778,41,118
2,5,3679779,41,118
2,5,3679780,41,118
2,5,3679781,35,118
2,5,3679782,43,118
2,5,3679783,44,118
2,5,3679784,42,118
2,5,3679785,33,118
2,5,3679787,30,118
2,5,3679788,35,118
2,5,3679789,40,118
2,5,3679790,40,118
2,5,3679791,26,118
2,5,3679792,45,118
2,5,3679793,34,118
2,5,3679794,47,118
2,5,3679795,39,118
2,5,3679796,43,118
2,5,3679797,41,118
2,5,3679798,40,118
2,5,3679799,28,118
2,5,3679800,31,118
2,5,3679801,40,118
2,5,3679802,39,118
2,5,3679803,34,118
2,5,3679804,40,118
2,5,3679805,30,118
2,5,3679807,42,118
2,5,3681345,42,118
2,5,3681627,46,118
2,5,3683603,41,118
2,5,3684352,38,118
2,5,3686113,29,118
2,5,3687067,35,118
2,6,4366844,46,113
2,6,4366845,39,113
2,6,4366846,37,113
2,6,4366847,40,113
2,6,4366848,36,113
